Time,Source,Target,Amount,Location,Type,Labels
40557,S25529,T1003,52.95,L100,TP100,2
40558,S23952,T1046,3100.0,L106,TP108,2
40559,S21554,T1008,4.0,L100,TP105,2
40560,S25793,T1061,188.62,L100,TP116,2
40561,S10499,T1003,40.61,L100,TP100,2
40562,S11226,T1008,60.0,L100,TP105,2
40563,S21554,T1008,4.4,L100,TP105,2
40564,S21554,T1008,4.0,L100,TP105,2
40565,S21554,T1008,5.0,L100,TP105,2
40566,S21554,T1008,8.0,L100,TP105,2
40567,S25794,T1000,24.93,L100,TP100,2
40568,S12110,T1000,173.5,L100,TP100,0
40569,S21554,T1008,8.0,L100,TP105,2
40570,S10675,T1000,10.93,L100,TP100,2
40571,S25482,T1000,198.59,L100,TP100,0
40572,S15892,T1004,33.07,L102,TP126,2
40573,S25529,T1003,39.91,L100,TP100,2
40574,S25795,T1000,45.21,L100,TP100,2
40575,S10040,T1000,28.86,L100,TP100,2
40576,S21552,T1690,542.26,L315,TP130,0
40577,S25796,T1212,61.43,L110,TP110,2
40578,S23894,T1053,22.14,L106,TP125,2
40579,S25797,T1083,90.0,L106,TP110,2
40580,S23796,T1013,891.8,L102,TP108,0
40581,S14807,T1023,4.0,L100,TP120,0
40582,S14807,T1023,8.55,L100,TP120,0
40583,S14807,T1023,8.55,L100,TP120,0
40584,S14807,T1023,0.2,L100,TP120,0
40585,S16543,T1023,25.05,L100,TP120,0
40586,S16543,T1023,27.25,L100,TP120,0
40587,S16543,T1023,22.5,L100,TP120,0
40588,S25296,T1083,0.0,L106,TP110,0
40589,S25296,T1083,0.0,L106,TP110,0
40590,S11683,T1003,7.0,L100,TP100,2
40591,S11683,T1003,7.01,L100,TP100,2
40592,S25798,T1023,5.0,L100,TP120,2
40593,S21672,T1000,213.91,L100,TP100,2
40594,S25799,T1034,8.27,L110,TP120,0
40595,S25800,T1098,693.36,L148,TP137,2
40596,S25801,T1098,107.72,L110,TP137,2
40597,S25802,T1098,300.59,L148,TP137,2
40598,S24873,T1506,0.0,L106,TP105,0
40599,S24873,T1506,0.0,L106,TP105,2
40600,S25803,T1098,32.7,L110,TP137,2
40601,S24873,T1506,0.0,L106,TP105,0
40602,S24873,T1544,0.0,L106,TP117,0
40603,S24873,T1544,0.0,L106,TP117,0
40604,S25804,T1025,3.0,L102,TP112,2
40605,S25602,T1692,6.0,L102,TP139,0
40606,S25602,T1692,0.0,L102,TP139,0
40607,S25602,T1692,7.0,L102,TP139,0
40608,S25805,T1086,2.0,L102,TP141,2
40609,S25806,T1144,11.99,L102,TP112,0
40610,S25806,T1144,11.98,L102,TP112,1
40611,S21799,T1000,15.0,L100,TP100,2
40612,S15666,T1038,1.4,L102,TP125,2
40613,S11872,T1003,18.0,L100,TP100,2
40614,S25807,T1034,903.27,L110,TP120,2
40615,S23651,T1013,874.3,L102,TP108,0
40616,S25808,T1340,8.0,L102,TP112,2
40617,S25186,T1045,186.69,L106,TP108,0
40618,S25809,T1015,8.0,L100,TP110,2
40619,S23414,T1013,684.83,L102,TP108,0
40620,S25810,T1003,32.25,L100,TP100,2
40621,S25811,T1004,4.0,L102,TP116,2
40622,S18435,T1000,14.97,L100,TP100,2
40623,S25812,T1003,29.88,L100,TP100,2
40624,S20669,T1013,636.48,L102,TP108,0
40625,S15102,T1004,730.0,L102,TP132,2
40626,S25813,T1004,5.0,L102,TP116,2
40627,S12982,T1003,11.38,L100,TP100,2
40628,S25228,T1034,258.11,L110,TP120,2
40629,S25095,T1000,0.0,L100,TP100,0
40630,S24531,T1013,0.0,L102,TP108,0
40631,S24872,T1023,0.0,L100,TP120,0
40632,S24872,T1023,0.0,L100,TP120,0
40633,S25814,T1697,444.37,L148,TP100,2
40634,S24872,T1023,0.0,L100,TP120,0
40635,S24581,T1045,0.0,L106,TP108,0
40636,S22583,T1077,0.0,L100,TP108,0
40637,S22583,T1077,0.0,L100,TP108,0
40638,S22583,T1077,0.0,L100,TP108,0
40639,S22583,T1077,0.0,L100,TP108,0
40640,S22583,T1077,0.0,L100,TP108,0
40641,S10693,T1023,0.0,L100,TP120,0
40642,S24678,T1045,0.0,L106,TP108,0
40643,S22583,T1077,0.0,L100,TP108,0
40644,S22583,T1077,0.0,L100,TP108,0
40645,S22583,T1077,0.0,L100,TP108,0
40646,S22583,T1077,0.0,L100,TP108,0
40647,S22583,T1077,0.0,L100,TP108,0
40648,S21061,T1077,0.0,L100,TP108,0
40649,S21061,T1077,0.0,L100,TP108,0
40650,S21061,T1077,0.0,L100,TP108,0
40651,S21061,T1077,0.0,L100,TP108,0
40652,S18632,T1038,0.0,L102,TP125,0
40653,S22583,T1077,0.0,L100,TP108,0
40654,S21061,T1077,0.0,L100,TP108,0
40655,S24531,T1077,0.0,L100,TP108,0
40656,S18632,T1013,0.0,L102,TP108,0
40657,S10693,T1023,0.0,L100,TP120,0
40658,S18632,T1038,0.0,L102,TP125,0
40659,S24531,T1077,0.0,L100,TP108,0
40660,S24308,T1077,0.0,L100,TP108,0
40661,S24308,T1077,0.0,L100,TP108,0
40662,S24531,T1077,0.0,L100,TP108,0
40663,S22583,T1077,0.0,L100,TP108,0
40664,S24531,T1077,0.0,L100,TP108,0
40665,S21474,T1077,0.0,L100,TP108,0
40666,S21474,T1077,0.0,L100,TP108,0
40667,S21474,T1077,0.0,L100,TP108,0
40668,S25031,T1077,0.0,L100,TP108,2
40669,S25031,T1077,0.0,L100,TP108,0
40670,S24308,T1077,0.0,L100,TP108,0
40671,S21474,T1077,0.0,L100,TP108,0
40672,S25031,T1077,0.0,L100,TP108,0
40673,S25031,T1077,0.0,L100,TP108,0
40674,S25031,T1077,0.0,L100,TP108,0
40675,S21061,T1077,0.0,L100,TP108,0
40676,S22583,T1077,0.0,L100,TP108,0
40677,S24531,T1077,0.0,L100,TP108,0
40678,S22583,T1077,0.0,L100,TP108,0
40679,S13556,T1000,19.97,L100,TP100,2
40680,S18632,T1038,0.0,L102,TP125,0
40681,S18632,T1038,0.0,L102,TP125,0
40682,S18632,T1038,0.0,L102,TP125,0
40683,S11282,T1038,15.64,L102,TP125,2
40684,S18632,T1038,0.0,L102,TP125,0
40685,S25815,T1046,334.0,L106,TP108,2
40686,S25816,T1019,0.0,L107,TP108,0
40687,S25816,T1019,0.0,L107,TP108,0
40688,S25816,T1019,0.0,L107,TP108,0
40689,S25816,T1011,0.0,L102,TP108,0
40690,S25816,T1019,0.0,L107,TP108,0
40691,S25816,T1019,0.0,L107,TP108,0
40692,S25816,T1019,0.0,L107,TP108,0
40693,S25816,T1019,0.0,L107,TP108,0
40694,S25816,T1019,0.0,L107,TP108,0
40695,S25816,T1019,0.0,L107,TP108,0
40696,S25816,T1019,0.0,L107,TP108,0
40697,S25816,T1019,0.0,L107,TP108,0
40698,S25816,T1019,0.0,L107,TP108,0
40699,S25816,T1019,0.0,L107,TP108,0
40700,S14452,T1029,65028.18,L148,TP102,2
40701,S25272,T1047,0.0,L100,TP116,0
40702,S25272,T1047,0.0,L100,TP116,0
40703,S25817,T1066,110.63,L110,TP116,2
40704,S25818,T1216,190.0,L110,TP180,2
40705,S24934,T1019,19.99,L107,TP108,0
40706,S23179,T1013,73.13,L102,TP108,0
40707,S14584,T1000,35.93,L100,TP100,2
40708,S25819,T1034,206.8,L110,TP120,2
40709,S10040,T1000,28.39,L100,TP100,2
40710,S25820,T1003,90.0,L100,TP100,2
40711,S25821,T1083,1.0,L106,TP110,2
40712,S25822,T1003,3.0,L100,TP100,2
40713,S25823,T1023,3.0,L100,TP120,2
40714,S25824,T1035,12.78,L111,TP117,2
40715,S23552,T1080,143.8,L110,TP100,2
40716,S24531,T1077,0.0,L100,TP108,0
40717,S24531,T1077,0.0,L100,TP108,2
40718,S24531,T1077,0.0,L100,TP108,0
40719,S24531,T1077,0.0,L100,TP108,0
40720,S24531,T1077,0.0,L100,TP108,0
40721,S24531,T1013,0.0,L102,TP108,0
40722,S24531,T1077,0.0,L100,TP108,0
40723,S13333,T1212,64.06,L110,TP110,2
40724,S14040,T1008,19.94,L100,TP105,0
40725,S14040,T1008,19.91,L100,TP105,0
40726,S24308,T1077,0.0,L100,TP108,0
40727,S25825,T1073,1154.0,L110,TP112,2
40728,S24308,T1077,0.0,L100,TP108,0
40729,S24308,T1077,0.0,L100,TP108,0
40730,S24737,T1013,38.98,L102,TP108,0
40731,S24737,T1013,6.7,L102,TP108,0
40732,S24737,T1013,12.36,L102,TP108,0
40733,S25826,T1004,7.0,L102,TP116,2
40734,S21061,T1077,0.0,L100,TP108,0
40735,S21061,T1077,0.0,L100,TP108,0
40736,S21061,T1077,0.0,L100,TP108,0
40737,S21061,T1077,0.0,L100,TP108,0
40738,S21061,T1077,0.0,L100,TP108,0
40739,S21061,T1077,0.0,L100,TP108,0
40740,S25827,T1251,8.0,L102,TP112,2
40741,S21474,T1077,0.0,L100,TP108,0
40742,S21474,T1077,0.0,L100,TP108,0
40743,S21474,T1077,0.0,L100,TP108,0
40744,S21474,T1077,0.0,L100,TP108,0
40745,S25031,T1077,0.0,L100,TP108,0
40746,S25031,T1077,0.0,L100,TP108,0
40747,S25031,T1077,0.0,L100,TP108,0
40748,S25031,T1077,0.0,L100,TP108,0
40749,S25828,T1015,2.0,L100,TP110,2
40750,S10675,T1000,49.99,L100,TP100,2
40751,S25261,T1045,0.0,L106,TP108,0
40752,S10332,T1003,40.06,L100,TP100,2
40753,S10332,T1003,15.25,L100,TP100,2
40754,S25829,T1046,76.0,L106,TP108,2
40755,S21672,T1000,158.97,L100,TP100,2
40756,S25115,T1023,0.0,L100,TP120,0
40757,S25115,T1023,0.0,L100,TP120,0
40758,S25115,T1023,0.0,L100,TP120,0
40759,S23160,T1013,31.16,L102,TP108,0
40760,S24965,T1003,0.0,L100,TP100,0
40761,S25829,T1046,32.0,L106,TP108,2
40762,S16121,T1046,41.0,L106,TP108,2
40763,S18280,T1698,14.91,L187,TP163,0
40764,S25285,T1046,30.0,L106,TP108,2
40765,S21567,T1000,12.99,L100,TP100,2
40766,S25830,T1013,593.81,L102,TP108,0
40767,S25831,T1046,78.0,L106,TP108,2
40768,S25832,T1046,373.0,L106,TP108,2
40769,S22523,T1046,128.0,L106,TP108,2
40770,S25833,T1013,752.97,L102,TP108,0
40771,S22152,T1077,0.0,L100,TP108,0
40772,S22152,T1077,0.0,L100,TP108,0
40773,S22152,T1077,0.0,L100,TP108,0
40774,S19204,T1013,862.19,L102,TP108,0
40775,S21808,T1013,85.4,L102,TP108,0
40776,S14215,T1000,19.58,L100,TP100,2
40777,S21521,T1013,712.15,L102,TP108,0
40778,S20663,T1013,693.04,L102,TP108,0
40779,S25834,T1318,2796.16,L187,TP116,2
40780,S25835,T1318,4659.1,L187,TP116,2
40781,S24688,T1047,165.35,L100,TP116,0
40782,S24688,T1047,165.33,L100,TP116,0
40783,S24688,T1047,165.35,L100,TP116,0
40784,S24727,T1047,165.38,L100,TP116,0
40785,S24688,T1047,248.06,L100,TP116,0
40786,S24727,T1047,248.04,L100,TP116,0
40787,S20247,T1015,98.2,L100,TP110,0
40788,S20247,T1015,55.3,L100,TP110,0
40789,S24727,T1047,248.05,L100,TP116,0
40790,S23121,T1077,0.0,L100,TP108,0
40791,S23121,T1077,0.0,L100,TP108,0
40792,S23121,T1077,0.0,L100,TP108,0
40793,S23121,T1077,0.0,L100,TP108,0
40794,S23121,T1077,0.0,L100,TP108,0
40795,S23121,T1077,0.0,L100,TP108,0
40796,S25836,T1697,313.19,L110,TP100,2
40797,S25837,T1000,11.9,L100,TP100,2
40798,S25617,T1595,1998.0,L106,TP112,0
40799,S21672,T1000,139.29,L100,TP100,2
40800,S18334,T1000,12.75,L206,TP100,2
40801,S24777,T1023,0.0,L100,TP120,0
40802,S25838,T1003,28.45,L100,TP100,2
40803,S25839,T1023,2.0,L100,TP120,2
40804,S25840,T1015,8.0,L100,TP110,2
40805,S20308,T1697,312.95,L148,TP100,2
40806,S25841,T1514,350.0,L110,TP163,2
40807,S18280,T1630,7.58,L106,TP124,0
40808,S25776,T1000,29.0,L100,TP100,0
40809,S25776,T1000,29.07,L100,TP100,0
40810,S25842,T1000,818.32,L100,TP100,0
40811,S25842,T1000,818.3,L100,TP100,1
40812,S24700,T1023,0.0,L100,TP120,0
40813,S24700,T1023,0.0,L100,TP120,0
40814,S24700,T1023,0.0,L100,TP120,0
40815,S24700,T1023,0.0,L100,TP120,0
40816,S24700,T1023,0.0,L100,TP120,0
40817,S24700,T1023,0.0,L100,TP120,0
40818,S25843,T1699,3.0,L110,TP226,2
40819,S25844,T1003,141.0,L100,TP100,2
40820,S22516,T1000,16.17,L100,TP100,2
40821,S18280,T1165,5.0,L102,TP100,0
40822,S18280,T1165,9.0,L102,TP100,0
40823,S18280,T1165,0.0,L102,TP100,0
40824,S18280,T1023,7.0,L100,TP120,0
40825,S10447,T1000,25.39,L100,TP100,2
40826,S22485,T1013,663.45,L102,TP108,0
40827,S24785,T1298,127.02,L110,TP108,2
40828,S22411,T1013,6.42,L102,TP108,0
40829,S25845,T1000,5199.96,L100,TP100,2
40830,S25846,T1216,113.0,L110,TP180,2
40831,S12570,T1216,60.0,L110,TP180,2
40832,S10332,T1003,42.14,L100,TP100,2
40833,S23796,T1013,891.87,L102,TP108,0
40834,S25847,T1000,102.71,L100,TP100,2
40835,S25848,T1023,4.0,L100,TP120,2
40836,S21552,T1700,3446.2,L316,TP176,0
40837,S21552,T1700,3446.6,L316,TP176,0
40838,S25849,T1000,49.97,L100,TP100,2
40839,S25850,T1030,32.01,L100,TP103,2
40840,S25851,T1015,62.39,L100,TP110,2
40841,S25852,T1015,6.0,L100,TP110,2
40842,S25853,T1003,31.21,L100,TP100,2
40843,S13221,T1153,0.0,L106,TP139,2
40844,S25854,T1153,8.0,L106,TP139,2
40845,S13221,T1153,0.0,L106,TP139,2
40846,S13221,T1153,3.0,L106,TP139,2
40847,S25854,T1153,1.0,L106,TP139,2
40848,S25855,T1022,1.0,L102,TP118,2
40849,S25856,T1015,6.0,L100,TP110,2
40850,S25857,T1209,428.5,L106,TP144,2
40851,S25858,T1701,3.0,L102,TP141,0
40852,S25858,T1701,8.0,L102,TP141,0
40853,S25858,T1701,10.0,L102,TP141,0
40854,S25858,T1701,0.0,L102,TP141,1
40855,S11282,T1038,16.31,L102,TP125,2
40856,S22803,T1013,84.0,L102,TP108,0
40857,S23752,T1053,20.29,L106,TP125,2
40858,S22411,T1013,6.44,L102,TP108,0
40859,S17434,T1593,581.48,L110,TP169,2
40860,S25859,T1000,58.96,L100,TP100,2
40861,S25860,T1061,402.4,L100,TP116,2
40862,S25861,T1015,5.0,L100,TP110,2
40863,S23160,T1013,31.11,L102,TP108,0
40864,S25862,T1015,481.0,L100,TP110,2
40865,S25858,T1701,20.0,L102,TP141,0
40866,S25858,T1701,40.0,L102,TP141,0
40867,S25863,T1156,11.95,L106,TP109,2
40868,S25858,T1699,193.3,L110,TP226,1
40869,S25858,T1699,193.5,L110,TP226,0
40870,S22365,T1003,299.9,L100,TP100,2
40871,S25864,T1156,451.0,L106,TP109,2
40872,S25865,T1166,217.0,L106,TP154,2
40873,S25866,T1298,164.33,L110,TP108,2
40874,S20669,T1013,636.44,L102,TP108,0
40875,S25867,T1061,6175.1,L100,TP116,2
40876,S22367,T1013,209.5,L102,TP108,0
40877,S18765,T1014,15.91,L100,TP109,0
40878,S25868,T1149,905.94,L100,TP116,2
40879,S14477,T1000,36.82,L100,TP100,2
40880,S24007,T1312,102.32,L100,TP102,2
40881,S16560,T1003,18.66,L100,TP100,2
40882,S24877,T1003,18.39,L100,TP100,2
40883,S25869,T1014,10.02,L100,TP109,2
40884,S25870,T1340,119.87,L102,TP112,2
40885,S25871,T1022,8.0,L102,TP118,0
40886,S25871,T1022,9.0,L102,TP118,0
40887,S25871,T1022,0.0,L102,TP118,1
40888,S25871,T1022,1.12,L102,TP118,0
40889,S20663,T1013,693.06,L102,TP108,0
40890,S25872,T1025,3.0,L102,TP120,2
40891,S23796,T1013,891.88,L102,TP108,0
40892,S18795,T1073,1156.0,L110,TP112,2
40893,S23651,T1013,874.1,L102,TP108,0
40894,S23122,T1013,96.19,L102,TP108,0
40895,S22485,T1013,663.43,L102,TP108,0
40896,S24724,T1013,96.14,L102,TP108,2
40897,S24724,T1013,96.17,L102,TP108,0
40898,S25873,T1022,3.18,L102,TP118,2
40899,S25874,T1004,2.0,L102,TP116,2
40900,S25875,T1004,2520.0,L102,TP102,2
40901,S21711,T1004,35.0,L102,TP137,2
40902,S25876,T1182,66.2,L106,TP139,2
40903,S25877,T1046,0.0,L106,TP108,2
40904,S24021,T1103,3.57,L133,TP106,0
40905,S25127,T1103,5.87,L133,TP106,0
40906,S25115,T1103,7.34,L133,TP106,0
40907,S25858,T1699,193.7,L110,TP226,0
40908,S25878,T1004,16.96,L102,TP114,2
40909,S25879,T1013,11.79,L102,TP108,2
40910,S25858,T1699,193.7,L110,TP226,0
40911,S25031,T1013,91.64,L102,TP108,0
40912,S25237,T1023,2.0,L100,TP120,0
40913,S23504,T1000,1487.76,L100,TP100,2
40914,S23397,T1045,0.0,L106,TP108,0
40915,S23397,T1045,0.0,L106,TP108,0
40916,S22445,T1077,0.0,L100,TP108,0
40917,S22445,T1077,0.0,L100,TP108,0
40918,S22445,T1077,0.0,L100,TP108,0
40919,S22445,T1077,0.0,L100,TP108,0
40920,S22445,T1077,0.0,L100,TP108,0
40921,S22445,T1077,0.0,L100,TP108,0
40922,S22445,T1077,0.0,L100,TP108,0
40923,S22337,T1083,131.0,L106,TP110,2
40924,S22337,T1083,135.0,L106,TP110,0
40925,S25880,T1046,48.0,L106,TP108,2
40926,S25881,T1045,42.55,L106,TP108,2
40927,S25882,T1014,12.97,L100,TP109,2
40928,S22654,T1045,0.0,L106,TP108,0
40929,S22654,T1045,0.0,L106,TP108,0
40930,S22654,T1045,0.0,L106,TP108,0
40931,S22654,T1045,0.0,L106,TP108,0
40932,S22654,T1045,0.0,L106,TP108,0
40933,S22654,T1045,0.0,L106,TP108,0
40934,S22654,T1045,0.0,L106,TP108,0
40935,S25871,T1086,7.0,L102,TP141,0
40936,S25871,T1086,4.0,L102,TP141,0
40937,S22654,T1045,0.0,L106,TP108,0
40938,S22654,T1045,0.0,L106,TP108,0
40939,S25883,T1023,9.0,L100,TP120,2
40940,S22654,T1045,0.0,L106,TP108,0
40941,S22654,T1045,0.0,L106,TP108,0
40942,S22654,T1045,0.0,L106,TP108,0
40943,S15183,T1046,42.19,L106,TP108,2
40944,S22337,T1083,136.0,L106,TP110,0
40945,S22113,T1046,14.0,L106,TP108,2
40946,S22654,T1045,0.0,L106,TP108,0
40947,S22654,T1045,0.0,L106,TP108,0
40948,S22654,T1045,0.0,L106,TP108,0
40949,S22069,T1013,37.54,L102,TP108,0
40950,S22654,T1045,0.0,L106,TP108,0
40951,S22654,T1045,0.0,L106,TP108,0
40952,S22654,T1045,0.0,L106,TP108,0
40953,S22654,T1045,0.0,L106,TP108,0
40954,S22654,T1045,0.0,L106,TP108,0
40955,S22654,T1045,0.0,L106,TP108,0
40956,S25884,T1003,18.0,L100,TP100,2
40957,S24337,T1003,80.0,L100,TP100,2
40958,S12110,T1003,186.1,L100,TP100,0
40959,S13234,T1008,2.0,L100,TP105,2
40960,S11226,T1008,5.96,L100,TP105,2
40961,S25691,T1000,159.99,L100,TP100,2
40962,S11226,T1008,60.0,L100,TP105,2
40963,S11226,T1008,8.9,L100,TP105,2
40964,S11226,T1008,8.94,L100,TP105,2
40965,S24353,T1000,9.98,L100,TP100,2
40966,S12110,T1000,214.11,L100,TP100,0
40967,S20274,T1000,80.79,L100,TP100,2
40968,S25885,T1077,20.0,L100,TP108,2
40969,S11872,T1003,12.0,L100,TP100,2
40970,S25886,T1035,27.41,L111,TP117,2
40971,S25887,T1045,300.0,L106,TP108,0
40972,S25888,T1130,52.8,L106,TP102,2
40973,S22785,T1045,278.22,L106,TP108,0
40974,S23742,T1013,676.92,L102,TP108,0
40975,S23742,T1013,676.95,L102,TP108,0
40976,S25031,T1013,91.64,L102,TP108,0
40977,S25222,T1023,0.0,L100,TP120,0
40978,S25222,T1023,0.0,L100,TP120,0
40979,S24777,T1023,0.0,L100,TP120,0
40980,S24700,T1023,0.0,L100,TP120,0
40981,S24700,T1023,0.0,L100,TP120,0
40982,S24700,T1023,0.0,L100,TP120,0
40983,S10667,T1003,6.88,L100,TP100,2
40984,S25889,T1118,4.0,L102,TP107,2
40985,S22350,T1073,1134.0,L110,TP112,2
40986,S10332,T1003,14.53,L100,TP100,2
40987,S18394,T1000,253.53,L100,TP100,0
40988,S25890,T1216,59.0,L110,TP180,2
40989,S25891,T1042,5.0,L135,TP112,2
40990,S25892,T1702,6316.0,L110,TP223,2
40991,S12049,T1084,345.69,L100,TP100,2
40992,S25893,T1000,49.98,L100,TP100,2
40993,S17427,T1003,34.22,L100,TP100,2
40994,S20976,T1000,18.99,L100,TP100,2
40995,S23735,T1013,51.97,L102,TP108,0
40996,S25894,T1022,1.6,L102,TP118,2
40997,S22367,T1013,209.58,L102,TP108,0
40998,S14142,T1003,45.9,L100,TP100,2
40999,S25895,T1027,0.0,L106,TP102,0
41000,S25882,T1111,7.0,L102,TP125,2
41001,S24780,T1023,7.45,L100,TP120,0
41002,S24780,T1023,54.73,L100,TP120,0
41003,S24780,T1023,53.29,L100,TP120,0
41004,S24780,T1023,53.29,L100,TP120,2
41005,S25858,T1699,297.01,L110,TP226,0
41006,S15892,T1004,3.5,L102,TP246,2
41007,S25896,T1011,9.0,L102,TP108,0
41008,S25896,T1011,0.0,L102,TP108,2
41009,S25896,T1011,4.0,L102,TP108,0
41010,S25897,T1011,5.0,L102,TP108,0
41011,S25897,T1011,2.0,L102,TP108,0
41012,S23800,T1023,41.4,L100,TP120,0
41013,S25898,T1023,4.0,L100,TP120,1
41014,S23956,T1023,0.0,L100,TP120,0
41015,S23956,T1023,0.0,L100,TP120,0
41016,S25899,T1004,1.0,L102,TP116,2
41017,S25900,T1013,0.0,L102,TP108,0
41018,S23956,T1023,0.0,L100,TP120,0
41019,S25901,T1011,6.0,L102,TP108,0
41020,S25901,T1011,3.0,L102,TP108,0
41021,S25902,T1011,4.0,L102,TP108,2
41022,S25903,T1004,2.0,L102,TP116,2
41023,S25904,T1011,0.0,L102,TP108,2
41024,S12967,T1003,500.0,L100,TP100,2
41025,S25905,T1011,6.0,L102,TP108,2
41026,S25903,T1004,3.0,L102,TP119,2
41027,S20670,T1013,606.5,L102,TP108,0
41028,S25906,T1011,6.0,L102,TP108,2
41029,S25907,T1011,9.0,L102,TP108,2
41030,S21537,T1013,88.74,L102,TP108,0
41031,S24106,T1233,15.92,L123,TP109,0
41032,S25908,T1098,114.12,L110,TP137,2
41033,S23249,T1661,39.92,L317,TP163,0
41034,S25909,T1029,71.62,L110,TP102,2
41035,S22268,T1000,24.91,L100,TP100,2
41036,S25910,T1004,0.0,L102,TP116,2
41037,S20728,T1000,54.13,L100,TP100,2
41038,S25911,T1251,4.0,L102,TP112,2
41039,S22803,T1013,89.0,L102,TP108,0
41040,S25912,T1004,7.0,L102,TP116,0
41041,S25912,T1004,0.0,L102,TP116,0
41042,S25913,T1015,4.0,L100,TP110,2
41043,S24496,T1013,69.32,L102,TP108,0
41044,S25914,T1022,1.83,L102,TP118,2
41045,S25912,T1004,15.0,L102,TP194,0
41046,S25912,T1004,16.0,L102,TP194,1
41047,S20677,T1013,86.32,L102,TP108,0
41048,S25915,T1034,37.03,L110,TP120,2
41049,S24007,T1312,63.24,L100,TP102,2
41050,S24007,T1312,63.22,L100,TP102,2
41051,S25343,T1000,28.69,L100,TP100,2
41052,S16247,T1003,40.0,L100,TP100,2
41053,S25916,T1003,55.85,L100,TP100,2
41054,S25342,T1022,3.0,L102,TP118,2
41055,S25917,T1077,0.0,L100,TP108,0
41056,S25917,T1077,0.0,L100,TP108,0
41057,S25917,T1077,0.0,L100,TP108,0
41058,S25917,T1077,0.0,L100,TP108,0
41059,S25917,T1077,0.0,L100,TP108,0
41060,S21513,T1077,0.0,L100,TP108,0
41061,S24715,T1023,0.0,L100,TP120,0
41062,S21513,T1077,0.0,L100,TP108,0
41063,S24341,T1013,0.0,L102,TP108,0
41064,S24341,T1077,0.0,L100,TP108,0
41065,S24893,T1045,13.87,L106,TP108,2
41066,S25266,T1045,0.0,L106,TP108,0
41067,S25745,T1046,97.0,L106,TP108,2
41068,S25918,T1015,5.0,L100,TP110,2
41069,S25919,T1118,6.0,L102,TP107,2
41070,S25920,T1046,76.0,L106,TP108,2
41071,S25221,T1023,0.0,L100,TP120,0
41072,S25221,T1023,0.0,L100,TP120,0
41073,S25221,T1023,0.0,L100,TP120,0
41074,S24030,T1077,0.0,L100,TP108,0
41075,S24030,T1077,0.0,L100,TP108,0
41076,S24030,T1077,0.0,L100,TP108,0
41077,S24030,T1077,0.0,L100,TP108,0
41078,S24030,T1077,0.0,L100,TP108,0
41079,S24030,T1077,0.0,L100,TP108,0
41080,S24030,T1077,0.0,L100,TP108,0
41081,S24030,T1077,0.0,L100,TP108,0
41082,S24030,T1077,0.0,L100,TP108,0
41083,S24030,T1077,0.0,L100,TP108,0
41084,S24030,T1077,0.0,L100,TP108,0
41085,S24030,T1077,0.0,L100,TP108,0
41086,S24030,T1077,0.0,L100,TP108,0
41087,S24030,T1077,0.0,L100,TP108,0
41088,S22329,T1017,4.97,L100,TP112,1
41089,S22329,T1017,4.9,L100,TP112,0
41090,S25270,T1077,0.0,L100,TP108,0
41091,S25921,T1003,8.05,L100,TP100,2
41092,S25270,T1077,0.0,L100,TP108,0
41093,S25270,T1077,0.0,L100,TP108,0
41094,S25270,T1077,0.0,L100,TP108,0
41095,S25270,T1077,0.0,L100,TP108,0
41096,S25922,T1022,1.51,L102,TP118,2
41097,S13333,T1212,64.72,L110,TP110,2
41098,S19212,T1003,36.85,L100,TP100,2
41099,S16280,T1022,1.23,L102,TP118,2
41100,S21368,T1000,19.32,L100,TP100,2
41101,S24988,T1023,0.0,L100,TP120,0
41102,S24988,T1023,0.0,L100,TP120,0
41103,S24988,T1023,0.0,L100,TP120,0
41104,S24988,T1023,0.0,L100,TP120,0
41105,S22314,T1013,29.57,L102,TP108,0
41106,S16301,T1000,26.22,L100,TP100,2
41107,S10549,T1023,21.56,L100,TP120,0
41108,S24833,T1023,0.0,L100,TP120,0
41109,S24833,T1023,0.0,L100,TP120,0
41110,S24710,T1023,0.0,L100,TP120,0
41111,S24710,T1023,0.0,L100,TP120,0
41112,S24710,T1023,0.0,L100,TP120,0
41113,S24710,T1023,0.0,L100,TP120,0
41114,S24366,T1022,1.49,L102,TP118,2
41115,S24137,T1000,20.9,L100,TP100,2
41116,S25923,T1022,4.0,L102,TP118,2
41117,S24776,T1023,42.96,L100,TP120,0
41118,S25924,T1003,106.0,L100,TP100,2
41119,S25925,T1703,120.0,L110,TP118,2
41120,S10675,T1000,52.98,L100,TP100,2
41121,S25926,T1000,10.58,L100,TP100,2
41122,S25927,T1421,71.88,L110,TP124,2
41123,S25928,T1075,1.0,L102,TP134,2
41124,S25929,T1073,1132.0,L110,TP112,2
41125,S25930,T1016,179.92,L106,TP111,2
41126,S25931,T1086,4.0,L102,TP141,2
41127,S25871,T1022,1.8,L102,TP118,0
41128,S25871,T1022,2.0,L102,TP118,1
41129,S24918,T1013,621.0,L102,TP108,0
41130,S10675,T1000,15.95,L100,TP100,2
41131,S12230,T1000,14.99,L100,TP100,2
41132,S25932,T1003,82.16,L100,TP100,2
41133,S25933,T1022,4.79,L102,TP118,2
41134,S25934,T1003,26.06,L100,TP100,2
41135,S25935,T1003,250.1,L100,TP100,2
41136,S13686,T1000,18.07,L100,TP100,2
41137,S13441,T1000,58.38,L100,TP100,2
